lib_name,lib_code
B920宗教理论、宗教思想,B920
B921自然神学、宗教神学,B921
B922宗教组织和宗教教育,B922
B925宗教文学与艺术,B925
B928世界各国宗教概况,B928
B929宗教史、宗教地理,B929
B929.9宗教家传记,B929.9
B93神话与原始宗教,B93
B932神话,B932
B933原始宗教,B933
B94佛教,B94
B941大藏经,B941
B942经及经疏,B942
B942.1大乘,B942.1
B942.2小乘,B942.2
B942.3秘密部,B942.3
B943律及律疏,B943
B943.1大乘律,B943.1
B943.2有部律,B943.2
B943.3四分律(戒本、羯磨),B943.3
B943.4五分律,B943.4
B943.9其他,B943.9
B944论及论疏,B944
B944.1大乘宗经论,B944.1
B944.2大乘释经论,B944.2
B944.3大乘诸论释,B944.3
B944.4小乘论,B944.4
B944.5秘密部论,B944.5
B944.6杂藏,B944.6
B945布教、仪注,B945
B946宗派,B946
B946.1天台宗(日莲宗、法华宗),B946.1
B946.2三论宗(法性宗),B946.2
B946.3法相宗(唯识宗、慈恩宗),B946.3
B946.4华严宗(贤首宗),B946.4
B946.5禅宗(佛心宗),B946.5
B946.6密宗(秘宗教、真言乘、金刚乘),B946.6
B946.7律宗(南山律宗),B946.7
B946.8净土宗(莲宗),B946.8
B946.9其他,B946.9
B947佛教组织及寺院,B947
B948对佛教的分析和研究,B948
B949佛教史,B949
B949.9传记,B949.9
B95道教,B95
B951道藏,B951
B952经文,B952
B953戒律,B953
B955布教、仪注,B955
B956宗派,B956
B956.1太平道,B956.1
B956.2天师道(五斗米道),B956.2
B956.3全真道,B956.3
B956.4真大道教(大道教),B956.4
B956.5太一道,B956.5
B956.9其他,B956.9
B957道教组织及道观,B957
B958对道教的分析与研究,B958
B959道教史,B959
B959.9传记,B959.9
B96伊斯兰教(回教),B96
B961古兰经(可兰经),B961
B963教义、规律,B963
B964圣训及注释,B964
B965布教、仪注,B965
B966宗派,B966
B966.1逊尼派(圣训派),B966.1
B966.2十叶派(什叶派),B966.2
B966.3近现代新教派,B966.3
B967教会组织及清真寺,B967
B968对伊斯兰教的分析与研究,B968
B969伊斯兰教史,B969
B969.9传记,B969.9
B97基督教,B97
B971圣经,B971
B971.1旧约,B971.1
B971.2新约,B971.2
B972教义、神学,B972
B975布教、传道、仪注,B975
B976宗派,B976
B976.1天主教(旧教、公教、罗马公教),B976.1
B976.2正教(东正教),B976.2
B976.3新教(耶稣教、更正教),B976.3
B977教会组织及教堂,B977
B978对基督教的分析与研究,B978
B979基督教史,B979
B979.9传记,B979.9
B98其他宗教,B98
B981神道教,B981
B982婆罗门教、印度教、耆那教、锡克教,B982
B983琐罗亚斯德教(袄教)、波斯教,B983
B985犹太教（希伯来教）,B985
B986希腊教、罗马教,B986
B987呼都(伏都)教(非洲),B987
B989.1其他古代宗教,B989.1
B989.2地方宗教,B989.2
B989.3新兴宗教,B989.3
B99术数、迷信,B99
B991世界,B991
B992中国,B992
B992.1阴阳五行说,B992.1
B992.2占卜,B992.2
B992.3命相,B992.3
B992.4堪舆(风水),B992.4
B992.5巫医、巫术,B992.5
B992.9其他,B992.9
C社会科学总论,C
C0社会科学理论与方法论,C0
C01科学研究的方针、政策及其阐述,C01
C02科学的哲学原理,C02
C03科学的方法论,C03
C04术语规范与交流,C04
C05与其他科学的关系,C05
C06学派及其学说,C06
C08资产阶级理论及其评论研究,C08
C09社会科学史,C09
C1社会科学现状及发展,C1
C18专利,C18
C19创造发明、先进经验,C19
C2团体、会议、社会科学机构,C2
C20国际组织,C20
C23社会团体,C23
C24研究机构,C24
C26学术团体、学会、协会,C26
C27学术会议、专业会议,C27
C28展览会、展览馆、博物馆,C28
C289图书馆、信息服务机构、咨询机构,C289
C29企业,C29
C3社会科学研究方法,C3
C31调查方法、工作方法,C31
C32统计方法、计算方法,C32
C33试验方法与试验设备,C33
C34分析、研究与鉴定,C34
C35技术条件,C35
C36组织管理,C36
C37数据处理,C37
C39新技术的应用,C39
C4社会科学教育与普及,C4
C40教育组织、学校,C40
C41教学计划、教学大纲、课程研究,C41
C42教学方法、教学参考书,C42
C43教材、课本,C43
C44习题、试题与题解,C44
C45教学实验、实习,C45
C49普及读物,C49
C5社会科学丛书、文集、连续性出版物,C5
C51丛书（汇刻书）、文库,C51
C52全集、选集,C52
C53论文集,C53
C532会议录,C532
C533学位论文、毕业论文,C533
C539杂著,C539
C54年鉴、年刊,C54
C55连续出版物,C55
C56政府出版物、团体出版物,C56
C6社会科学参考工具书,C6
C61名词术语、辞典、百科全书（类书）,C61
C62手册、名录、指南、一览表、年表,C62
C63目录、样本、说明书,C63
C64表解、图解、图册、公式、数据、地图,C64
C65条例、规程、标准,C65
C66统计资料,C66
C67参考资料,C67
C7社会科学文献检索工具书,C7
C8统计学,C8
C81统计方法,C81
C811统计调查,C811
C812统计资料的分析和整理,C812
C813统计指数,C813
C814统计平均数,C814
C815统计图示法,C815
C816统计资料管理,C816
C819统计技术设备,C819
C82专类统计学,C82
C829世界各国统计工作,C829
C829.1世界,C829.1
C829.2中国,C829.2
C829.21方针、政策,C829.21
C829.22统计制度,C829.22
C829.23统计机构、组织与管理,C829.23
C829.29统计事业史,C829.29
C83世界各国统计资料,C83
C831世界,C831
C832中国,C832
C91社会学,C91
C91-0社会学理论与方法论,C91-0
C91-03社会学方法论,C91-03
C91-06学派及其研究,C91-06
C91-09社会学史、社会思想史,C91-09
C911社会发展和变迁,C911
C912社会结构和社会关系,C912
C912.1个人（社会人）,C912.1
C912.2社会团体,C912.2
C912.3社会关系、社会约制,C912.3
C912.4文化人类学、社会人类学,C912.4
C912.5民族学,C912.5
C912.6社会心理、社会行为,C912.6
C912.61阶级心理,C912.61
C912.63社会舆论,C912.63
C912.64群众心理,C912.64
C912.66宗教心理,C912.66
C912.67社会思潮,C912.67
C912.68社会行为,C912.68
C912.69其他,C912.69
C912.8地区社会学,C912.8
C912.81城市社会学,C912.81
C912.82农村社会学,C912.82
C913社会生活与社会问题,C913
C913.1恋爱、家庭、婚姻,C913.1
C913.11家庭、家族,C913.11
C913.13婚姻,C913.13
C913.14两性问题,C913.14
C913.15生育,C913.15
C913.2职业,C913.2
C913.3生活与消费,C913.3
C913.31居住,C913.31
C913.32交通,C913.32
C913.33生活日用品供应与消费,C913.33
C913.4文教、卫生,C913.4
C913.5青少年问题,C913.5
C913.6中、老年人问题,C913.6
C913.68妇女问题,C913.68
C913.69残疾人问题,C913.69
C913.7社会福利、社会救济、社会保障,C913.7
C913.8社会病态,C913.8
C913.9其他社会问题,C913.9
C914社会利益,C914
C915社会调查和社会分析,C915
C916社会工作、社会管理、社会规划,C916
C919分科社会学,C919
C92人口学,C92
C92-0人口学理论与方法论,C92-0
C92-03人口学方法论,C92-03
C92-05与其他学科的关系,C92-05
C92-09人口学史,C92-09
C921人口统计学,C921
C921.2人口调查法,C921.2
C921.3户籍登记法,C921.3
C922人口地理学,C922
C923人口与计划生育,C923
C924世界各国人口调查及其研究,C924
C924.1世界人口,C924.1
C924.2中国人口,C924.2
C924.21人口政策与制度,C924.21
C924.23人口规划,C924.23
C924.24人口问题研究,C924.24
C924.25人口调查,C924.25
C93管理学,C93
C93-0管理学理论与方法论,C93-0
C93-02管理学的哲学基础,C93-02
C93-03管理学方法论,C93-03
C93-05与其他学科的关系,C93-05
C93-06学派及其研究,C93-06
C93-09管理学史,C93-09
C931管理技术与方法,C931
C931.1管理数学,C931.1
C931.2管理的方式方法,C931.2
C931.3管理工作、管理人员,C931.3
C931.4办公室工作,C931.4
C931.46文书工作,C931.46
C931.47会议组织与管理,C931.47
C931.5咨询理论与组织,C931.5
C931.6管理信息系统,C931.6
C931.9管理工作自动化,C931.9
C932咨询学,C932
C932.2咨询方法与咨询技术,C932.2
C932.4咨询管理,C932.4
C932.6咨询服务,C932.6
C932.8世界各国咨询业,C932.8
C932.9专科咨询学,C932.9
C933领导学,C933
C933.1领导体制,C933.1
C933.2领导方法,C933.2
C933.3领导权,C933.3
C933.4领导组织建设,C933.4
C934决策学,C934
C935管理计划和控制,C935
C936管理组织学,C936
C939应用管理学,C939
C94系统科学,C94
C95民族学,C95
C95-0民族学理论与方法论,C95-0
C95-05民族学与其他学科关系,C95-05
C95-06民族学学派,C95-06
C951民族起源、发展、变迁,C951
C952民族史志、民族地理,C952
C953民俗学,C953
C954民族社会形态、社会制度,C954
C955民族性、民族心理,C955
C956民族融合、民族同化,C956
C957民族工作、民族问题,C957
C96人才学,C96
C960人才学理论,C960
C961人才培养与人才选拔,C961
C961.9人才预测与人才规划,C961.9
C962人才管理,C962
C963人才智力开发,C963
C964世界各国人才调查及其研究,C964
C965人才市场,C965
C969专门人才学,C969
C97劳动科学,C97
C970劳动科学基础理论,C970
C970.2劳动哲学,C970.2
C970.4劳动心理学,C970.4
C970.5劳动生理学,C970.5
C970.7劳动科学学,C970.7
C971劳动经济学,C971
C972劳动法学,C972
C973劳动关系学,C973
C974劳动管理学,C974
C975职业培训,C975
C976.1劳动社会学,C976.1
C976.2劳动安全、劳动卫生,C976.2
C976.7劳动计量学,C976.7
C976.8劳动统计学,C976.8
C979社会保障学,C979
D政治、法律,D
D0政治理论,D0
D0-0科学社会主义理论(总论),D0-0
D01阶级、阶层理论,D01
D011阶级的产生与消亡,D011
D012阶级矛盾、阶级斗争与社会发展,D012
D013社会阶层、利益集团理论,D013
D018消灭阶级剥削,D018
D02革命理论,D02
D021革命的起源和本质,D021
D022各历史阶段的革命,D022
D023奴隶革命,D023
D024农民革命,D024
D025资产阶级革命,D025
D026民族民主革命,D026
D027无产阶级革命,D027
D028不断革命论与革命发展阶段论,D028
D03国家理论,D03
D031国家的起源、发展和消亡,D031
D032国家与民族、国家与人民,D032
D033国家政治制度,D033
D033.1奴隶制国家,D033.1
D033.2封建制国家,D033.2
D033.3资本主义国家,D033.3
D033.4社会主义国家,D033.4
D034国家体制,D034
D034.3最高政权组织,D034.3
D034.4选举,D034.4
D034.5权利与义务,D034.5
D034.6国家表征,D034.6
D035国家行政管理,D035
D035.1国家行政机构,D035.1
D035.2人事管理,D035.2
D035.3公安学,D035.3
D035.31公安管理学,D035.31
D035.32刑事侦察学(犯罪对策学、犯罪侦察学),D035.32
D035.33保卫学,D035.33
D035.34治安管理学,D035.34
D035.35预审学,D035.35
D035.36消防管理,D035.36
D035.37交通管理,D035.37
D035.39技术装备,D035.39
D035.4监察、监督,D035.4
D035.5地方行政管理、地方自治,D035.5
D04无产阶级革命与无产阶级专政理论,D04
D041民主革命与社会主义革命的关系,D041
D043无产阶级领导权与革命同盟军,D043
D044武装夺取政权的道路,D044
D045革命的战略和策略,D045
D046无产阶级专政,D046
D046.1民主和专政,D046.1
D046.3民主与集中、自由与纪律,D046.3
D047社会主义向共产主义过渡,D047
D05政党理论,D05
D051政党的起源和本质,D051
D052资产阶级政党,D052
D053无产阶级政党,D053
D054领袖、政党、阶级、群众,D054
D06民族、殖民地问题理论,D06
D062民族解放运动理论,D062
D063民族自决问题,D063
D064民族平等与民族团结,D064
D066殖民地问题,D066
D068战争与和平问题理论,D068
D069国际主义与爱国主义,D069
D07政治流派和思潮,D07
D08其他政治理论问题,D08
D081自由、平等、博爱,D081
D082民主、人权、民权,D082
D089其他,D089
D09政治学史、政治思想史,D09
D091世界政治思想史,D091
D091.2古代,D091.2
D091.3中世纪(476~1640年),D091.3
D091.4近代(1640~1917年),D091.4
D091.5现代(1917年~),D091.5
D091.6社会主义思想史,D091.6
D092中国政治思想史,D092
D1国际共产主义运动,D1
D10共产主义运动理论,D10
D11共产主义运动初期(1846~1864年),D11
D12第一国际(国际工人协会，1864~1876年),D12
D121马克思主义者与小资产阶级思潮的斗争,D121
D122第一国际时期小资产阶级思潮,D122
D125第一国际会议,D125
D126第一国际解散后的共产主义运动(1877~1889年),D126
D13巴黎公社（1871年）,D13
D139第一国际解散后的共产主义运动(1877~1889年),D139
D14第二国际(1889~1900年),D14
D141恩格斯领导下的第二国际,D141
D142列宁主义者与第二国际修正主义的斗争(1900~1914年),D142
D143第二国际时期修正主义理论,D143
D145第二国际会议,D145
D15十月社会主义革命（1917年）,D15
D16共产国际(第三国际，1919年3月~1943年6月),D16
D161第三国际的准备和成立,D161
D162马克思、列宁主义者与机会主义、修正主义的斗争,D162
D163第三国际时期修正主义理论,D163
D165第三国际会议,D165
D166共产国际的解散(1943年6月),D166
D169托派,D169
D17共产党、工人党情报局（1947年9月~1956年4月）,D17
D172情报局时期的分歧,D172
D175情报局会议,D175
D176情报局的解散(1956年4月),D176
D18当代国际共产主义运动(1956年4月~),D18
D181当代国际共产主义运动中的分歧,D181
D185当代国际代表会议,D185
D186各国共产党的相互关系,D186
D2中国共产党,D2
D2-0党的领导人著作,D2-0
D20建党理论,D20
D21党章,D21
D219党章学习参考资料,D219
D22党的组织、会议及其文献,D22
D220中央组织、会议及其文献,D220
D229会议文献的学习参考资料,D229
D23党史,D23
D231新民主主义革命时期(1919~1949年),D231
D232社会主义革命和建设时期(1949年~),D232
D235党的地方组织史料,D235
D239党史参考资料,D239
D24党的总路线和总政策,D24
D25党的领导,D25
D251领导原则与方法,D251
D252群众路线,D252
D26党的建设,D26
D261思想建设,D261
D261.1思想教育、路线教育,D261.1
D261.2纠正党内错误思想,D261.2
D261.3党的作风,D261.3
D261.4党内教育,D261.4
D261.41党校,D261.41
D261.42党课,D261.42
D261.5党的宣传工作,D261.5
D262组织建设,D262
D262.1组织原则,D262.1
D262.11民主集中制,D262.11
D262.12党的团结与统一,D262.12
D262.13党的纪律,D262.13
D262.2党的组织工作,D262.2
D262.3党的干部工作,D262.3
D262.4建党工作,D262.4
D262.6党的纪律检查工作,D262.6
D263党员,D263
D263.1党员标准,D263.1
D263.19预备党员,D263.19
D263.2党员的权利和义务,D263.2
D263.3党性锻炼,D263.3
D263.4组织生活,D263.4
D264整风、整党运动,D264
D267党的基层工作,D267
D267.1厂矿企业,D267.1
D267.2农村、乡镇企业,D267.2
D267.3部队,D267.3
D267.4财贸,D267.4
D267.5国家机关,D267.5
D267.6文教、卫生,D267.6
D267.7街道,D267.7
D267.9其他,D267.9
D27中国共产党与各国共产党的关系,D27
D29中国共产主义青年团,D29
D290建团理论,D290
D291团章,D291
D291.9团章学习参考资料,D291.9
D292团的组织、会议及其文献,D292
D292.9会议文献的学习参考资料,D292.9
D293团史,D293
D296团的建设,D296
D296.1思想建设,D296.1
D296.19团校、团课、教材,D296.19
D296.2组织建设,D296.2
D296.3团员,D296.3
D297团的工作,D297
D3各国共产党,D3
D4工人、农民、青年、妇女运动与组织,D4
D41工人运动与组织,D41
D410工人运动理论,D410
D411世界工人运动与组织,D411
D411.1五一国际劳动节,D411.1
D411.3国际工人组织与会议,D411.3
D411.4世界工会联合会(世界工联),D411.4
D411.5产业工会国际组织与会议,D411.5
D411.6其他国际性工会组织,D411.6
D411.7世界工人生活状况,D411.7
D411.9国际工人运动史,D411.9
D412中国工人运动与组织,D412
D412.0党对工人运动的领导,D412.0
D412.1工会章程、条例,D412.1
D412.2工人组织与会议,D412.2
D412.3中华全国总工会,D412.3
D412.4产业工会组织与会议,D412.4
D412.5地方工会组织与会议,D412.5
D412.6工会工作,D412.6
D412.61组织工作,D412.61
D412.62思想政治教育工作,D412.62
D412.63职工培训工作,D412.63
D412.64生产工作,D412.64
D412.65文化宣传工作,D412.65
D412.66生活福利工作,D412.66
D412.67财务工作,D412.67
D412.7工人生活状况,D412.7
D412.8地方工人运动与组织,D412.8
D412.9工人运动史,D412.9
D42农民运动与组织,D42
D420农民运动理论,D420
D421世界农民运动与组织,D421
D421.7世界农民生活状况,D421.7
D421.9世界农民运动史,D421.9
D422中国农民运动与组织,D422
D422.0党对农民运动的领导,D422.0
D422.1章程、条例,D422.1
D422.2农民组织与会议,D422.2
D422.6农民工作,D422.6
D422.61组织工作,D422.61
D422.62思想政治教育工作,D422.62
D422.63学习,D422.63
D422.64生活,D422.64
D422.7农民生活状况,D422.7
D422.8地方农民运动与组织,D422.8
D422.9农民运动史,D422.9
D43青年、学生运动与组织,D43
D430青年、学生运动理论,D430
D431世界青年、学生运动与组织,D431
D431.1世界青年节、世界青年联欢节,D431.1
D431.2国际青年组织与会议,D431.2
D431.3国际学生组织与会议,D431.3
D431.4国际少年儿童会议与活动,D431.4
D431.7世界青年、学生、儿童生活状况,D431.7
D431.9世界青年、学生运动史，青年社会生活史,D431.9
D432中国青年、学生运动与组织,D432
D432.0党对青年、学生运动的领导,D432.0
D432.1五四青年节,D432.1
D432.2章程、条例,D432.2
D432.3青年组织与会议,D432.3
D432.4学生组织与会议,D432.4
D432.5少年儿童组织与活动,D432.5
D432.51少先队,D432.51
D432.6青年工作,D432.6
D432.61组织工作,D432.61
D432.62思想政治教育工作,D432.62
D432.63学习,D432.63
D432.64生活,D432.64
D432.7青年、学生、儿童生活状况,D432.7
D432.8地方青年、学生运动与组织,D432.8
D432.9青年、学生运动史，青年社会生活史,D432.9
D44妇女运动与组织,D44
D440妇女运动理论,D440
D441世界妇女运动与组织,D441
D441.1三八国际妇女节,D441.1
D441.3国际妇女组织与会议,D441.3
D441.4国际民主妇女联合会(国际民主妇联),D441.4
D441.5世界母亲大会,D441.5
D441.6国际保卫儿童大会,D441.6
D441.7世界妇女生活状况,D441.7
D441.9世界妇女运动史、妇女社会生活史,D441.9
D442中国妇女运动及组织,D442
D442.0党对妇女运动的领导,D442.0
D442.1章程、条例,D442.1
D442.2妇女组织与会议,D442.2
D442.3中华全国妇女联合会(全国妇联),D442.3
D442.4地方妇女联合会,D442.4
D442.6妇女工作,D442.6
D442.61组织工作,D442.61
D442.62思想政治教育工作,D442.62
D442.63学习,D442.63
D442.64生活,D442.64
D442.69其他,D442.69
D442.7妇女生活状况,D442.7
D442.8地方妇女运动与组织,D442.8
D442.9妇女运动史、妇女社会生活史,D442.9
D5世界政治,D5
D50世界政治概况,D50
D501发展中国家(总论),D501
D502发达国家(总论),D502
D503美俄政治(总论),D503
D507社会主义国家政治(总论),D507
